user	timestamp	rating	title	review	review_raw
Love--leeee	20150327T045112	5	Must Listen!	I had heard about this here and there from work-friends for a few months before I gave it a listen on my commute one day. OMG I WAS HOOKED! This series is so interesting and I absolutely love the narration and Sarah does a great job of covering as many angles as possible me when looking at a situation that arises. It's such a great, interesting, grasping narration of the story that really doesn't even exist. You will binge listen to this in about 4 days, even if you're an extremely busy nursing student who works part time like I am! Enjoy!	I had heard about this here and there from work-friends for a few months before I gave it a listen on my commute one day. OMG I WAS HOOKED! This series is so interesting and I absolutely love the narration and Sarah does a great job of covering as many angles as possible me when looking at a situation that arises. It's such a great, interesting, grasping narration of the story that really doesn't even exist. You will binge listen to this in about 4 days, even if you're an extremely busy nursing student who works part time like I am! Enjoy!
mhubbar0	20150327T032126	5	Phenomenal!	Gripping and addicting. Loved every minute of it. Looking forward to season 2!	Gripping and addicting. Loved every minute of it. Looking forward to season 2!
Fahands	20150325T050016	5	Touching !	This story touches me so much because I find many similarities between Adnan and me.Just an ordinary teen	This story touches me so much because I find many similarities  between Adnan and me.Just an ordinary teen
prodigcal_daughter	20150324T063834	1	Extremely Disappointed	I am a huge fan of true crime stories and although I am quite certain Adnan killed his girlfriend in a burst of teenage hormone fueled rage I thought this might provide the ability to change my mind or at least introduce reasonable doubt. It did not. Instead I found it to be really underwhelming. The narrator Sarah Koenig seems enamored with the murderer and gives him much more benefit of the doubt than a typical person would. At one point she tells him she knows him and it doesn't seem like something he would do and Adnan himself reminds her that she doesn't know him and this bothers her so much she spends maybe 5-10 min prattling on about how she DOES know him. She even goes on to bring it up at their next conversation because it bothered her so much. I found it laughable and embarrassing. There were moments where Adnans serial killer red flag alerts were blazing and she chose to ignore it. He was very glib and superficial and there were some points where for all of his glibness he still could not answer a question directly. HELLO SARAH K! That means he did it! She focused on poking the most minuscule of holes in the prosecutions case meanwhile completely ignoring the huge gaping ones in Adnan's. To me, this entire podcast was biased and seemed to be Sarah K. Stirring up a lot of old hurt for the possible acquittal of a murderer. It reminded me of the women who become groupies of notorious murderers. Sarah didn't uncover anything new or fascinating or earth shattering. This was sensationalism. Not journalism.	I am a huge fan of true crime stories and although I am quite certain Adnan killed his girlfriend in a burst of teenage hormone fueled rage I thought this might provide the ability to change my mind or at least introduce reasonable doubt. It did not. Instead I found it to be really underwhelming. The narrator Sarah Koenig seems  enamored with the murderer and gives him much more benefit of the doubt than a typical person would. At one point she tells him she knows him and it doesn't seem like something he would do and Adnan himself reminds her that she doesn't know him and this bothers her so much she spends maybe 5-10 min prattling on about how she DOES know him. She even goes on to bring it up at their next conversation because it bothered her so much. I found it laughable and embarrassing. There were moments where Adnans serial killer red flag alerts were blazing and she chose to ignore it. He was very glib and superficial and there were some points where for all of his glibness he still could not answer a question directly. HELLO SARAH K! That means he did it! She focused on poking the most minuscule of holes in the prosecutions case meanwhile completely ignoring the huge gaping ones in Adnan's. To me, this entire podcast was biased and seemed to be Sarah K. Stirring up a lot of old hurt for the possible acquittal of a murderer. It reminded me of the women who become groupies of notorious murderers. Sarah didn't uncover anything new or fascinating or earth shattering. This was sensationalism. Not journalism.
NukeCG	20150324T014037	5	1 Episode...	1 episode is all it takes to get you hooked! I usually listen to podcasts while I lay in bed but these made me want to stay awake!	1 episode is all it takes to get you hooked! I usually listen to podcasts while I lay in bed but these made me want to stay awake!!
Marri0n3tt3	20150322T175754	5	Love It	Can't wait for season 2!	Can't wait for season 2!!!
Jopa Music	20150312T043224	4	Neato.	Was a good podcast. Wish we had better closure but still a great listen. The journalist was very detailed and had me swaying back and forth the whole time. Good writing can't wait to hear the next round.	Was a good podcast.  Wish we had better closure but still a great listen.  The journalist was very detailed and had me swaying back and forth the whole time.  Good writing can’t wait to hear the next round.
Alan Rudy	20150320T122942	3	Mr. Alan Rudy	I just listened to the seventh episode and I have still heard nothing to make me question the verdict. What is competing me to listen further? This would not be an interesting story if the author thinks the kid did it. Her agenda is clear to me.	I just listened to the seventh episode and I have still heard nothing to make me question the verdict. What is competing me to listen further? This would not be an interesting story  if the author thinks the kid did it. Her agenda is clear to me.
enal-ang	20150319T070237	5	It'S Great	darn! this is awesome	darn! this is awesome
the-jo-nathan	20150318T182007	1	Waste Of Time	12 episodes with no resolve to the story. No new information and nothing solid to say he did it or didn't do it. Don't fall for the hype.	"12 episodes with no resolve to the story. No new information and nothing solid to say he did it or didn't do it. 

Don't fall for the hype."
Laureenu	20150318T085156	2	Great Story, Terrible Ending!	This was a really good story. A little to much detail to find an empty ending. Give it a listen to see what I mean. Last three episodes are pointless.	This was a really good story. A little to much detail to find an empty ending. Give it a listen to see what I mean. Last three episodes are pointless.
Carleeama	20150318T061557	5	Can'T Get Enough. Need More.	This was my first foray into podcasts and if all podcasts are like this I've found my new hobby. I generally don't like listening to anything other than music, but once I started listening to this I found myself taking my headphones everywhere possible, plugging in and listening at all hours, even on my lunch break. Amazingly captive.	This was my first foray into podcasts and if all podcasts are like this I've found my new hobby. I generally don't like listening to anything other than music, but once I started listening to this I found myself taking my headphones everywhere possible, plugging in and listening at all hours, even on my lunch break. Amazingly captive.
Ericfdc	20150315T232211	5	Riveting	A supremely solid podcast	A supremely solid podcast
PippiLaDoo	20150314T154925	1	Wanders In Circles And Leads Us Nowhere.	I found the premise very interesting. I liked the idea of taking a closer look at an old case, but finding something new or noteworthy that was missed or misinterpreted at the time. That did not happen. Nothing ever came of any of it. All this time wasted - theirs reexamining the past and mine listening to it all play out in excruciating yet ultimately unproductive detail. I am left at the end of it all feeling as though I've wasted my time. I will pass on any future seasons. Spoiler alert -- there are no spoilers.	I found the premise very interesting. I liked the idea of taking a closer look at an old case, but finding something new or noteworthy that was missed or misinterpreted at the time. That did not happen. Nothing ever came of any of it. All this time wasted - theirs reexamining the past and mine listening to it all play out in excruciating yet ultimately unproductive detail. I am left at the end of it all feeling as though I've wasted my time. I will pass on any future seasons. Spoiler alert -- there are no spoilers.
miraven1	20150313T212145	5	My New Obsession!	Love, love this podcast. A look at the case of a high school guy sentenced to life for the murder of his ex-girlfriend (which I don't believe was him). I have already listened to this podcase about 3 times. The case has kept me engrossed by the narrator, Sarah Koenig's and her own and her staff's detective work and discussions with this young man. I will continue to keep tabs on this case, because it may go into appeals, in my opinion.	Love, love this podcast.  A look at the case of a high school guy sentenced to life for the murder of his ex-girlfriend (which I don't believe was him).  I have already listened to this podcase about 3 times.  The case has kept me engrossed by the narrator, Sarah Koenig's and her own and her staff's detective work and discussions with this young man.  I will continue to keep tabs on this case, because it may go into appeals, in my opinion.
Kfed8686	20150313T003512	5	Donations Should Go To Hae'S Family	This is a heart wrenching story whether or not you believe they got the right guy. A young woman's life is taken too soon. And all the lives involved are forever altered. I encourage the monetary beneficiaries of this podcast to donate a portion of their profits to Hae's family. They, after all, have had to relive this nightmare for our entertainment.	This is a heart wrenching story whether or not you believe they got the right guy. A young woman’s life is taken too soon. And all the lives involved are forever altered. I encourage the monetary beneficiaries of this podcast to donate a portion of their profits to Hae’s family. They, after all, have had to relive this nightmare for our entertainment.
Johnny5321098632	20150313T002141	5	It Is Good But It Has To Prove It Can Do It Again.	I enjoyed Serial immensely when it was airing. I especially liked the episode format and Sara Koenig's casual interview style. The ethical questions that came up during and after the shows first season do complicate my appreciation. Do cliff hangers and narrative simplifications have a place in crime reporting? I am not sure. It was incredibly addictive and people were drawn into a great story. Unlike a serial drama there were no conclusions by the end of the season. Audience members ended up taking sides and became aggressive quickly removing any healthy discussion. I don't want to get into the issue of guilt or innocence. It was abhorrent the harassment committed bv strangers on the internet to people connected to the case. Serial needs figure out a way to distance itself from that subset of the audience. To maintain credibility Serial should change directions next season, away from criminal justice system. We will only know if this show is truly excellent once season 2 is released. My hope for season 2 is a topic more focused on investigative journalism that has a clear objective and conclusion.	I enjoyed Serial immensely when it was airing. I especially liked the episode format and Sara Koenig's casual interview style. The ethical questions that came up during and after the shows first season do complicate my appreciation.  Do cliff hangers and narrative simplifications have a place in crime reporting? I am not sure. It was incredibly addictive and people were drawn into a great story.  Unlike a serial drama there were no conclusions by the end of the season.  Audience members ended up taking sides and became aggressive quickly removing any healthy discussion.  I don't want to get into the issue of guilt or innocence.  It was abhorrent the harassment committed bv strangers on the internet to people connected to the case.  Serial needs figure out a way to distance itself from that subset of the audience. To maintain credibility Serial should change directions next season, away from criminal justice system.   We will only know if this show is truly excellent once season 2 is released.  My hope for season 2 is a topic more focused on investigative journalism that has a clear objective and conclusion.
"""Spanky"" of Little Rascals"	20150311T233001	5	Love It!	"What a wonderful concept its like listening to a great crime drama unfold. It's the audio version of ""24"", its fantastic!"	"What a wonderful concept its like listening to a great crime drama unfold.  It's the audio version of ""24"", its fantastic!"
Moonouko	20150309T195648	5	Addicting	I was listening to this in a friend's car on the way home, I was hooked and didn't want to stop listening. It's a very good listen. I recommend it. I hope there is a season two.	I was listening to this in a friend's car on the way home, I was hooked and didn't want to stop listening. It's a very good listen. I recommend it. I hope there is a season two.
apo857ud9830wqjgf	20150306T184726	4	Ask Adnon To Do A Polygraph, When He Declines The You'Ll Have Your Answer!	"I have been hooked listening to this show, I do think however the narrator has an attachment and visceral need to convince herself and others this guy is innocent. I was hoping it would end in a confession so the family could at least get that. I can hear the lies in this guy but the host can't. Justice has been served, let the family have peace. The least thing he could be would be an accomplice, after all he spent the day with the guy who knew where the victim's car was. The host is just asking us to put that little tidbit aside?So why all the second guessing? It was either masterfully planned by Jay who had no deep attachment to the victim or like it is in 95% of cases due to the ex boyfriend being hurt and jealous. Why even look at serial killers.? Why would Jay help a strange serial killer hide a car and pin it on the ex? Jays story knew when phone calls were made and places they went before they even had the phone record to match his story. I would expect a few inaccuracies, but the overall story held, he saw a body in the trunk of a car and had details, liars don't have those kind of details. I think the host became infatuated with the murderer, this could be easily settled, just ask Adnon to do a polygraph, any wrongfully imprisoned person would be begging for a polygraph. My guess his response would be, ""I would love to but my lawyer forbids me...."" I feel bad a family had to suffer with this being brought up again for our entertainment, I was very interested."	"I have been hooked listening to this show, I do think however the narrator has an attachment and visceral need to convince herself and others this guy is innocent. I was hoping it would end in a confession so the family could at least get that. I can hear the lies in this guy but the host can't. Justice has been served, let the family have peace. The least thing he could be would be an accomplice, after all he spent the day with the guy who knew where the victim's car was. The host is just asking us to put that little tidbit aside?So why all the second guessing? It was either masterfully planned by Jay who had no deep attachment to the victim or like it is in 95% of cases due to the ex boyfriend being hurt and jealous. Why even look at serial killers.? Why would Jay help a strange serial killer hide a car and pin it on the ex? Jays story knew when phone calls were made and places they went before they even had the phone record to match his story. I would expect a few inaccuracies, but the overall story held, he saw a  body in the trunk of a car and had details, liars  don't have those kind of details. I think the host became infatuated with the murderer, this could be easily settled, just ask Adnon to do a polygraph, any wrongfully imprisoned person would be begging for a polygraph. My guess his response would be, ""I would love to but my lawyer forbids me...."" I feel bad a family had to suffer with this being brought up again for our entertainment, I was very interested."
pata300	20150309T185611	5	Hard To Beat!	I've been listening to podcast very heavily for the past 4 months and this is the best I've come across, by far!	I've been listening to podcast very heavily for the past 4 months and this is the best I've come across, by far!
KelleyGoosecock	20150309T101157	1	Disappointing	I'm a pretty big true crime fan so I went into this excited. Unfortunately I was pretty disappointed. It's just not very good. The narrater doesn't seem to have a background in this sort of field and it shows. She brings this sort of cheery NPR vibe to it and I don't think it's really appropriate in my opinion. Maybe it's just because I wanted a sort of late night noir vibe. The case itself is interesting enough I guess. Although it doesn't really stand out as anything too intriguing. It's not really told in a way that kept me hooked. Just seemed like minor bits of evidence scattered amongst several dull episodes of he said she said. I wish they would have gotten an actual investigator to narrate/research and kept the radio producers behind the scenes. Anyway if you're a big true crime fan I'd say skip this. There's plenty of other great true crime books, documentaries and shows out there to check out. If you're not experienced with the subject and just want a light mystery series to listen to while you exercise or do chores or something check it out.	I'm a pretty big true crime fan so I went into this excited. Unfortunately I was pretty disappointed. It's just not very good. The narrater doesn't seem to have a background in this sort of field and it shows. She brings this sort of cheery NPR vibe to it and I don't think it's really appropriate in my opinion. Maybe it's just because I wanted a sort of late night noir vibe. The case itself is interesting enough I guess. Although it doesn't really stand out as anything too intriguing. It's not really told in a way that kept me hooked. Just seemed like minor bits of evidence scattered amongst several dull episodes of he said she said. I wish they would have gotten an actual investigator to narrate/research and kept the radio producers behind the scenes. Anyway if you're a big true crime fan I'd say skip this. There's plenty of other great true crime books, documentaries and shows out there to check out.  If you're not experienced with the subject and just want a light mystery series to listen to while you exercise or do chores or something check it out.
Knowlt0n	20150308T035013	5	I Need More!	This is an awesome podcast, but there haven't been any new episodes in a while. :/	This is an awesome podcast, but there haven’t been any new episodes in a while. :/
Hedwigrocks24	20150307T160445	5	I Don'T Get It...	How is this story any different than any other stories told in documentaries, movies, or true stories? The idea that there is something ethically questionable about the content and the way that it is told. Get over it lol....this is a great, brilliantly produced podcast. If you don't listen you are missing out!	How is this story any different than any other stories told in documentaries, movies, or true stories? The idea that there is something ethically questionable about the content and the way that it is told. Get over it lol….this is a great, brilliantly produced podcast. If you don’t listen you are missing out!
kamelen	20150227T042530	4	A Rising Show	It keeps you on edge the entire time, always forcing you to think about what is fact and what is fabricated.	It keeps you on edge the entire time, always forcing you to think about what is fact and what is fabricated.
TrekGirlND	20150305T201416	5	Riveting!	This podcast is amazing! It captured my attention immediately and kept me riveted from one episode to the next. I plan to follow Adnan's story beyond the series. I can't wait for the next series!	This podcast is amazing! It captured my attention immediately and kept me riveted from one episode to the next. I plan to follow Adnan's story beyond the series. I can't wait for the next series!
Kaycap3	20150305T063256	5	Amazing	I was so thankful my girlfriend told me about this podcast. Completely hooked can't wait for the next one!	I was so thankful my girlfriend told me about this podcast. Completely hooked can't wait for the next one!
Krogers47	20150304T001852	5	Addicting!	This series is amazing. I find myself completely consumed and talking back out loud with concern, outrage, confusion... Very engrossing.	This series is amazing. I find myself completely consumed and talking back out loud with concern, outrage, confusion... Very engrossing.
Ausyj	20150303T173735	2	Long Winded Tripe	The series contained a few tidbits of interest (e.g. preparation by Adnan's lawyer to present scientific evidemce) but it's mostly the semi-coherent rambling of a narrator with a fondness for the sound of her own voice. Get an editor.	The series contained a few tidbits of interest (e.g.  preparation by Adnan's lawyer to present scientific evidemce) but it's mostly the semi-coherent rambling of a narrator with a fondness for the sound of her own voice. Get an editor.
Nattie412	20150303T141504	5	Makes You Think!	They have done a great job producing this show- the story lines really make you think about the world and how we experience others. Adnan's story is not only filled with anticipatory murder-mystery goodness, but the stories really revolve around him as a human interest project. Looking forward to a new season.	They have done a great job producing this show- the story lines really make you think about the world and how we experience others. Adnan’s story is not only filled with anticipatory murder-mystery goodness, but the stories really revolve around him as a human interest project. Looking forward to a new season.
April20481579	20150303T022036	5	Interesting	It is very intriguing however I did not like the finale. I wish Sarah at least told the audience if she thinks Adnan was guilty or not! Otherwise it's amazing!	It is very intriguing however I did not like the finale. I wish Sarah at least told the audience if she thinks Adnan was guilty or not! Otherwise it's amazing!
elkay_mcbrooklyn	20150301T180540	5	Fantastic	Can't wait until season 2!	Can’t wait until season 2!
Lizhalllizzie	20150226T114210	5	Can'T Wait For Next Season	I listened to the 1st season on a road trip about 4 months ago. I keep thinking about it and now have a compulsion to get the 2nd season ASAP. It seems like putting a season together tasked quite a bit of work so I'll be patient.	I listened to the 1st season on a road trip about 4 months ago. I keep thinking about it and now have a compulsion to get the 2nd season ASAP. It seems like putting a season together tasked quite a bit of work so I'll be patient.
nuns_n_moses	20150226T084142	5	Simply Excellent Fusion Of Journalism And Entertainment.	Simply excellent fusion of journalism and entertainment.	Simply excellent fusion of journalism and entertainment.
Palisades George	20150226T034017	5	Truth Really Is Stranger Than Fiction	Fascinating.	Fascinating.
HammerDallas	20150220T115954	5	Gripping. Riveting, (Beyond) Entertaining.	"I am not easily impressed. I am not a hater because I can be quite appreciative of things requiring refined skill and/or an artful execution of such. I can give (up to) 4 stars for a lot of things. However, I can count how many times I have given 5. This is hands down a 5+. Impressive I reserve for things that both touch me and show a level of skill and expertise far, far beyond ""above average."" This is one of those things."	"I am not easily impressed.  I  am not a hater because I can be quite appreciative of things requiring refined skill and/or  an artful execution of such. I can give (up to) 4 stars for a lot of things. However, I can count how many times I have given 5. This is hands down a 5+. 

Impressive I reserve for things that both touch me and show a level of skill and expertise far, far beyond ""above average.""

This is one of those things."
jd2020	20150225T184454	2	Compelling Production, From Naive Investigators Or Shameless Hucksters?	Serial is a compelling production, with great music, but it seems that reality got away from the team. This is surprising in that it's backed by This American Life. The ending of the first season leaves more questions than they started with, and it seems like all the time listening was for naught. A sad story they dredged up is made doubly so by the Serial team's casual and somewhat reckless conjecture and speculation.	Serial is a compelling production, with great music, but it seems that reality got away from the team. This is surprising in that it’s backed by This American Life. The ending of the first season leaves more questions than they started with, and it seems like all the time listening was for naught. A sad story they dredged up is made doubly so by the Serial team’s casual and somewhat reckless conjecture and speculation.
PuppyTurtle	20150224T014336	1	"""We Didn'T Have The Facts 15 Years Ago, And We Still Don'T Have Them Now."""	That is approximately the last sentence of the last episode. After hours and hours of listening to this podcast and thinking that there would be a point to the whole thing, there is no closure and nothing has changed.	That is approximately the last sentence of the last episode. After hours and hours of listening to this podcast and thinking that there would be a point to the whole thing, there is no closure and nothing has changed.
Clevergirlj:balloon:	20150219T011750	5	Hands Down The Best!	Listen. Follow.	Listen. Follow.
MiatheotherJackson	20150211T011909	4	Good But Not Great	This show was good in many respects, it outlined a new genre of radio that will be copied for years to come. Overall it left me wanting more in many respects, I hope season 2 is better.	This show was good in many respects, it outlined a new genre of radio that will be copied for years to come. Overall it left me wanting more in many respects, I hope season 2 is better.
Nanni102787	20150218T165022	5	?	Does anyone know where the 2:36 call comes from ? If it was a call from a pay phone inside or outside best buy to adnan phone supposedly from adnan to tell jay to pick him up or whatever what's the number ? Why not trace that number ? If it's on the bill get the number and find out who this number belong to	Does anyone know where the 2:36 call comes from ? If it was a call from a pay phone inside or outside best buy to adnan phone supposedly from adnan to tell jay to pick him up or whatever what's the number ? Why not trace that number ? If it's on the bill get the number and find out who this number belong to
Kobbers78	20150218T155104	5	My Newest Addiction!	My co-worker turned me on to this and I was immediately hooked. I finished season one in 2 days! Patiently waiting for season two. I love that your team is thorough and unprejudiced and that the stories are vivid and passionate, yet well spoken and factual. Well done!	"My co-worker turned me on to this and I was immediately hooked. I finished season one in 2 days!! Patiently waiting for season two.
I love that your team is thorough and unprejudiced and that the stories are vivid and passionate, yet well spoken and factual.
Well done!"
morganfitzp	20150218T121911	5	Now That'S Journalism.	'Nuff said.	'Nuff said.
KayGay96	20150218T030030	5	Amazing Podcast Thriller	Great speakers, interesting plotlines, just amazing	Great speakers, interesting plotlines, just amazing
wingman212	20150217T013720	5	Great!	Been listening to podcasts for years and I'm glad Serial has gained so much popularity for itself and podcasts in general. Adnan is innocent!	Been listening to podcasts for years and I'm glad Serial has gained so much popularity for itself and podcasts in general. Adnan is innocent!
jazzyvaz	20150215T180044	5	Excellent Podcast	I really enjoyed listening. I have great respect for the work that went into this. I definitely think Adnan is guilty after listening, and the officers are completely vindicated. No question.	I really enjoyed listening.  I have great respect for the work that went into this.  I definitely think Adnan is guilty after listening, and the officers are completely vindicated.  No question.
Man on the Mountain	20150215T002515	5	Engrossing Story	Very well done! I can't wait for the next story.	Very well done! I can't wait for the next story.
ZainAZA	20150214T140032	5	Wow	Wow! Never heard anything like this before. It's also the story but I think has more to do with how it is narrated, the background score, music. Just nicely done!	Wow! Never heard anything like this before. It's also the story but I think has more to do with how it is narrated, the background score, music. Just nicely done!
gohoxkc	20150212T225422	5	Very Engrossing	HOOKED	HOOKED
Alexis11	20150212T043243	5	Awesome And Interesting!	This was awesome and well done. It always had me on edge and interested. I just saw on CNN that they reopened this case because of Serial. Good job!	This was awesome and well done. It always had me on edge and interested. I just saw on CNN that they reopened this case because of Serial. Good job!
ktk13	20150212T040225	5	:thumbs_up::thumbs_up:	You have to listen!	You have to listen!!!
Blang2323	20150211T021935	5	Thought Provoking	I can't wait for the next serial.	I can't wait for the next serial.
katieeeeeeeeeeeeeeeeeeee	20150210T053037	5	Yes!	I haven't finished watching yet, but I'm hooked! I'm already sad thinking about finishing the series.	I haven't finished watching yet, but I'm hooked! I'm already sad thinking about finishing the series.
Prissyb86	20150210T025902	5	Addicting !	It's so addicting .. I heard it all in one day ..	It's so addicting .. I heard it all in one day ..
Traxoline	20150209T051133	5	Breakthrough Podcast	"Serial has confirmed my belief that not only will podcasting become mainstream but shows like Serial will be the new ""water-cooler"" jargon. (Semi-SPOILER-Alert) My only wish is that Serial had more of a conclusive ending. I understand the story is real so there's only so much of an ending you can make but I'd like to see (hear) some closure. Can't wait for season 2!"	"Serial has confirmed my belief that not only will podcasting become mainstream but shows like Serial will be the new ""water-cooler"" jargon. 

(Semi-SPOILER-Alert) 

My only wish is that Serial had more of a conclusive ending. I understand the story is real so there's only so much of an ending you can make but I'd like to see (hear) some closure. 

Can't wait for season 2!"
Good Idea, Poorly Implemented	20150210T005508	1	Great Concept, But Never Delivers Anything It Promises	"The implicit promise that, even if this show doesn't find the truth of the case, it will at least get to the bottum of some things, is nothing but a smoke screen. It dwells for whole episodes on threads the producers MUST know are leading nowhere, while simple facts cricitical to the case are barely examined. The question of ""Was there a payphone at the Best Buy"" where a critical call is supposed to have been made is first left an unknown due to lack of facts early on. Later in the show, it is pronounced that the presence of the phone was very unlikely. In the FINAL episode it is revealed that the phone most certainly existed on the original blueprints! Seriously!?!?!? After a YEAR of chasing this story and thirteen ADDITIONAL weeks of investigating, someone only thought to check the blueprints just in time for the last episode?!?!?!?! Either the producers are deliberately stringing the listeners along, or they are the WORST investigators EVER!"	"The implicit promise that, even if this show doesn't find the truth of the case, it will at least get to the bottum of some things, is nothing but a smoke screen.

It dwells for whole episodes on threads the producers MUST know are leading nowhere, while simple facts cricitical to the case are barely examined. The question of ""Was there a payphone at the Best Buy"" where a critical call is supposed to have been made is first left an unknown due to lack of facts early on. Later in the show, it is pronounced that the presence of the phone was very unlikely. In the FINAL episode it is revealed that the phone most certainly existed on the original blueprints! Seriously!?!?!? After a YEAR of chasing this story and thirteen ADDITIONAL weeks of investigating, someone only thought to check the blueprints just in time for the last episode?!?!?!?!

Either the producers are deliberately stringing the listeners along, or they are the WORST investigators EVER!!!!!"
Aimless lady	20150209T043917	5	Addicting	Excited for next season	Excited for next season
morganmonique	20150208T234038	5	Well Done	Just finished the first series. It was very well told by Sarah Koenig. She is amazing at keeping you very interested and you can't wait to get to the next weeks interviews. I'm looking forward to the next production.	Just finished the first series.  It was very well told by Sarah Koenig.  She is amazing at keeping you very interested and you can't wait to get to the next weeks interviews.  I'm looking forward to the next production.
Damiteyeo	20150208T211715	3	Interesting But Biased Reporting.	This is such a fascinating and interesting series of events to learn about. I knew nothing about any of this before a few days ago. I'm on episode 2 and though I am very intrigued by all the information and interviews, I can't help but to get upset at how biased the narrator of this series is. It is obvious that the assumption by the narrator is that Adnan is innocent and was wrongfully convicted. I'm not a detective and I'm not saying he is innocent or guilty but to listen to this podcast and have it so obviously be reported so that is favors Adnan is a little aggravating. Even the interviews with people, who say one thing and are rightly confused or blurry with their memories, have their responses changed by the follow up questions that the narrator asks that are obviously leading towards desired responses that favor and look good for Adnan.	This is such a fascinating and interesting series of events to learn about. I knew nothing about any of this before a few days ago. I'm on episode 2 and though I am very intrigued by all the information and interviews, I can't help but to get upset at how biased the narrator of this series is. It is obvious that the assumption by the narrator is that Adnan is innocent and was wrongfully convicted. I'm not a detective and I'm not saying he is innocent or guilty but to listen to this podcast and have it so obviously be reported so that is favors Adnan is a little aggravating. Even the interviews with people, who say one thing and are rightly confused or blurry with their memories, have their responses changed by the follow up questions that the narrator asks that are obviously leading towards desired responses that favor and look good for Adnan.
Firefighter Nick	20150204T152632	4	Good For Podcasts, Bad For Me.	"I didn't listen to this. I don't enjoy the TAL style of ""hokieness."" That being said, I'm giving it 4 stars simply because it gained some popularity in the world outside of podcast fans. This is good news for people like me who listen to all kinds of shows because it will encourage others to start shows, some that I will enjoy. Way to go, I hope to see more podacst success in the future."	"I didn't listen to this. I don't enjoy the TAL style of ""hokieness."" That being said, I'm giving it 4 stars simply because it gained some popularity in the world outside of podcast fans. This is good news for people like me who listen to all kinds of shows because it will encourage others to start shows, some that I will enjoy. Way to go, I hope to see more podacst success in the future."
wolfofnewyork	20150208T171513	5	Absolutely Addicting!	This podcast holds some of the greatest storytelling and interest I've ever heard. Fantastic job, truly incredible work!	This podcast holds some of the greatest storytelling and interest I've ever heard.  Fantastic job,  truly incredible work!!
Starzz65	20150208T054412	3	Serial	I was very hooked to this case to find no gloried ending. Don't get me wrong I enjoyed and looked forward to the weekly story but expect Sarah to uncover the truth.	I was very hooked to this case to find no gloried ending. Don't get me wrong I enjoyed and looked forward to the weekly story but  expect Sarah to uncover the truth.
Essay Conaway	20150207T220233	5	The Podcast I'Ve Been Waiting For	A true original. This podcast grabbed me by the throat almost immediately and, throughout my second listen, it still had me pinned to the wall. Smart, well-paced, suspenseful, infuriating, astounding and above all entertaining.	A true original. This podcast grabbed me by the throat almost immediately and, throughout my second listen, it still had me pinned to the wall. Smart, well-paced, suspenseful, infuriating, astounding and above all entertaining.
bstodghi	20150207T024520	1	Great Setup And Idea.... Complete Waste Of Time....	Great setup and idea.... Complete waste of time in my opinion once I was finished. How they got approved for another season of dragging people along.... Is ridiculous	Great setup and idea.... Complete waste of time in my opinion once I was finished. How they got approved for another season of dragging people along.... Is ridiculous
Melodic pancakes	20150206T231248	2	Misleading And A Waste Of Several Hours...	When I read the description of the podcast, it seemed intriguing. A story in which we find out the truth with the narrator herself. But this is not what this podcast entails. Instead it drags out details and goes over the same things over and over again, with no true ending. In the end it just comes off as a non-expert who believes she knows more than anyone else who had been involved with the case, enough to solve it for herself but falls short once she realizes...well, you can't. She opens a closed door for many by bringing up this case, and although she acknowledges this, she doesn't seem sorry in the slightest...	When I read the description of the podcast, it seemed intriguing. A story in which we find out the truth with the narrator herself. But this is not what this podcast entails. Instead it drags out details and goes over the same things over and over again, with no true ending. In the end it just comes off as a non-expert who believes she knows more than anyone else who had been involved with the case, enough to  solve it for herself but falls short once she realizes...well, you can't. She opens a closed door for many by bringing up this case, and although she acknowledges this, she doesn't seem sorry in the slightest...
supertim82	20150206T215402	5	Love This Podcast	So well done and very suspenseful. Can't wait for Season 2.	So well done and very suspenseful. Can’t wait for Season 2.
Jade0782	20150206T070802	5	O.M.G.	I don't write reviews very often unless I'm on Yelp rating my favorite restaurant but this I actually went out of my way to rate. This was my crack for the last 36 hours. (At least what I think crack addiction would feel like). I'm actually sad it's complete and I need more. I literally don't think this could have been done better other than solving it! But I have to say I'm glad they didn't wrap this up in a pretty bow like Hawaii 5-0 or CSI. This gets engaged you in a way that I can't explain except that I felt like I learned a lot from it yet at the same time was thought entertained. I can't stop raving about it to my friends and family. I basically am acting like I'm getting paid to promote this podcast but I'm not. Yet I've hooked at least 10 others on it and have just posted on FB to hook more... I just want people to chat with about it. I'm obsessed. So if you're reading this... It won't disappoint. Go ahead and listen to the first of twelve and good luck stopping.	"I don't write reviews very often unless I'm on Yelp rating my favorite restaurant but this I actually went out of my way to rate. This was my crack for the last 36 hours. (At least what I think crack addiction would feel like). I'm actually sad it's complete and I need more. 
I literally don't think this could have been done better other than solving it! But I have to say I'm glad they didn't wrap this up in a pretty bow like Hawaii 5-0 or CSI. This gets engaged you in a way that I can't explain except that I felt like I learned a lot from it yet at the same time was thought entertained. I can't stop raving about it to my friends and family. I basically am acting like I'm getting paid to promote this podcast but I'm not. Yet I've hooked at least 10 others on it and have just posted on FB to hook more... I just want people to chat with about it. I'm obsessed. 
So if you're reading this... It won't disappoint. Go ahead and listen to the first of twelve and good luck stopping."
