rating,title,content
1,doesn’t let guests talk...,"sadly, she talks too much about herself..."
5,Therapeutic empowerment,"This podcast is as addictive as it is real and funny. It’s helped me rethink and revisit parts of myself I thought were healed, and put me on a journey of empowerment and self growth I never knew I needed.

I’ve recommended it to every one of my girlfriends!!"
5,Love Jameela!,"This podcast is funny, informative, and awesome!"
5,The voices we need to hear!,"Love Jameela, love this podcast. ALOK’s episode is by far my favorite - these are the conversations we need to be having. My only teensy observation is that Jameela tends to talk over her guests a lot when they’re clearly trying to speak, and often goes on at length instead of leaving space for the guests to talk and share their own experience."
5,Very interesting,"The guests are always so funny and they just chat so honestly and seem so genuine
the episode with Aisling Bae is probably one of my favorite episodes of a podcast of all time🙌🙌🙌"
5,Truly uplifting,"I love this podcast and I love I Weigh. You make me feel heard and seen and valid. Thanks for being such an advocate to so many diverse and overlapping groups - and thanks for relentlessly speaking up. And finally, thank you for introducing me to so many interesting and diverse guests and points of view. I’m still learning and evolving as a person. Your pod is helping me explore so many other people experiences and voices. It’s so powerful. Thank you."
1,Waste of time,"If you’re gonna treat your opinions like facts, at least don’t be a jerk about it"
1,Can’t support a podcast that promotes outers!,iO TW? REALLY JAMEELA? Someone who falsely publicly outed a child TO GET ATTENTION? So grossed out and disappointed!
1,Supporting Abusers and Liars,Filth.
1,How dare you,Give a platform to a liar! IO Tillett Wright is a toilet mouth! Shame on you!!
5,iLove,"I’ve been meaning to listen for so long, and now, months into the pandemic, I’m finally here! Do not wait as long as I did! Because of all the isolation everyone is feeling right now, I am so grateful to be able to listen to voices like Jameela’s and her inspiring and insightful guests. Each episode has challenged the way I look at at least one thing or another in the best way. (And she has such a great sense of humor!)"
5,Important things being said in this podcast!,"This podcast is so beautiful. Jameela Jamil is an outstanding host and has so much empathy and care for her guests. I’ve learned so much from her and her conversations with these brilliant people! Thank you for this, and thank you for the openness and genuineness."
5,Happy Heart,This podcast makes my heart so happy. Amazing guests and the most genuine conversations.
5,Amazing!,Thank you so much for creating your podcast! Keep up the amazing work! It is truly a pleasure to listen to you
5,Binge Listen,I can’t explain how much I love this podcast! It covers so many important topics with amazing guests!
5,this podcast is truly healing,"Where has this podcast been my entire life? I am enjoying these conversations so thoroughly and feeling all sorts of empowered after listening. Thank you, thank you, thank you to Jameela and guests."
5,IWEIGH podcast,"I LOVE THIS PODCAST. so educating, vulnerable, and overall a loving environment. would definitely recommend to anyone and EVERYONE!"
5,Breaking the walls of the once Taboo conversation on mental health,"I’m currently on my mental health journey and it’s so refreshing to hear the vulnerability of Jameel and how she creates an open dialogue with her guests to also be vulnerable and share their truth. Listening to these episodes I feel all the feels; happy, empathetic, validated, educated, relieved, impressed, and proud. This podcast is helping to break the walls of the once taboo conversation of mental health! Thank you!!"
5,Wonderful,Jameela is a wonderfully refreshing voice the the white male dominated world of podcasts. I love her honest conversations with guests and focus on mental health as a huge priority in ones life.
5,Fantastic human representation,"Such a wonderfully inclusive and acceptance embracing show, Jameela is delightful in every way! ❤️

Also, I would love to see Ruby Gettinger on the show! She has one of the most radiant personalities and would be a great guest in my opinion! 

Keep helping,
Loyal Weighter"
4,"Loving the content and guests, but stop interrupting, Jameela!","Love the topics and the guests of the podcast, but noticed Jameela does interrupt guests frequently. POC are interrupted more often than white folks, and I wish Jameela would let them complete their thoughts before interjecting with her own."
2,Stop interrupting and centering yourself,"I really wish someone else would host this podcast. jameela always seems to interrupt her guests and ask questions that presume her interviewees experience (eg you must have felt some type of way being X identity your whole life). she also interjects and projects her own trauma onto her guest’s narrative, it’s very cringe worthy. she positions herself as an ally but it all seems performative since she doesn’t uplift the voices she claims to make space for."
3,I love the guests AND...,"I wish that Jameela Jamil would take up less space when she interviews women. I started the Munroe Bergdorf episode so excited to listen to a trans woman of color who is from a different country and thereby experiencing something I’m unfamiliar with so I can learn more about how to show up for our trans family better in all facets of legislation, and I just listened to Jameela talk over her at every turn. It’s disappointing to watch someone who says they are there to amplify voices when they drown those voices out with their own."
3,Give the guests a bit more space,"I love Jameela and the guests she’s chosen to highlight. I wish she’d give them a bit more space to speak and tell their stories. She’s a very empathetic listener, which unfortunately seems to prompt her to chime in a tad over much with her own takes, experiences, opinions, etc. Still a good listen, with interesting people whom I’m never hearing from elsewhere."
5,Fantastic,I love that she talks about bodies in a real way!!!!
5,Brilliant Brave and Hilarous,Thank you Jamila and your incredibly wise and truth speaking guests for this podcast. As a white gal in recovery this is part of my support plan. Love it!
5,I can’t believe Nicole said that 🤣🤣🤣,Nicole is funny
1,Irony,The irony should not be lost on her listeners that while she champions lgbtq+ and has called herself queer before-she posted a video praising Louis Farrakhan who’s known 1st for being anti Semitic and 2nd for being homophobic.
5,An inspiration,"Jameela is brilliant, humble, hilarious, and inspiring. The world is a better place with her and this podcast in it."
5,This has quickly become my favorite podcast,I love Jameela and her vulnerability/honesty. She does a great job of bringing that out of her guests as well. I always feel uplifted and better shout myself after listening.
5,So Inspiring,iWeigh is such an empowering listen and perfect to stimulate me during the boring work days and helps me be a more informed feminist!
5,LOVE THIS PODCAST,"Great talks, great interviews, great celeberties."
5,Love you,Love Jameela
5,It’s like free therapy,"She is so genuine and authentic; easy to relate but each episode inspires me to try harder, reach deeper or to feel confident to look in the mirror and say “I’m amazing!”"
4,Amazing,"Just real, deep, powerful conversations filled with love and respect. 
Thank you for this exploration of life. It’s beautiful."
5,Empower Hour,Such tasteful navigation of really tricky topics. I have found such love and support in this podcast in knowing this is a community of other people feeling the *feeling of* insurmountable weight of being human. Can’t wait for more!
5,Best Podcast Ever,"She knows how to help the others, she is awesome, brilliant and empowering to everyone, not only women but all genders. You’re the best Jameela."
5,Deeply Honest,This podcast manages to cover some very intense subjects with a perfect balance of levity and respect. It’s a hearty dose of empathy for listeners who have faced similar challenges in life. Hearing folks talk openly and honestly about their damage makes me feel less alone with mine.
5,Best podcast this decade!,"Hands down the most pleasant, important, and informative podcast I've ever listened to!"
5,Thank you ❤️,"This is my new favorite podcast, that I actually listen to every episode of. I really appreciate the authenticity and the whole underlying intent, and I’ve really enjoyed the choices of guests so far. I’d really love to see a crossover at some point between this one and my other favorite, The Mental Illness Happy Hour—it would be really awesome to hear you and Paul interact ❤️ Anyway, thank you so much for doing this show, for being brave enough to put yourself out there and be an example of vulnerability and honesty."
2,Cringeworthy,"I really enjoy this podcast for the most part but good god, more often than not it feels like Jameela is trying to one up whoever she is interviewing. “I’d love to hear you talk about your trauma but first let me tell you about MY trauma and how and why it’s much more interested than yours!” The topics discussed (or attempted to be discussed) on this podcast are important, however I feel genuinely bad for Jameela’s guests. I am listening to this show to hear about THEM and THEIR experiences, not hers."
5,Thank you,Thank you Jameela Jamil for being my favorite superhero and empowering us all. I could not love you more and I hope you NEVER stop clapping back!
5,Breath of fresh air,Incredible. New favorite podcast for sure. I love how real and honest this is. The conversations are so important.
5,Revolutionary,"I love the way Jameela Jamil talks about such controversial subjects as weight, mental health, feminism, and other issues that have arisen in our lives due to the many faults in our social systems. She’s so open to exploring new ideas—even if it means getting things wrong and having to apologize and learn from it—and it’s easy to see that she comes from a place of love. The variety of guests and wide range of discussion topics round out the show, and Jameela’s easygoing conversation style makes it feel like a safe and welcoming place. I look forward to listening to future episodes and learning along with Jameela. This podcast has already become a part of my weekly routine, and it will hopefully be a big part of expanding my own understanding of myself and the world."
5,everything I wanted it to be,Incredible. Honest. Open. Uplifting. Real. AMAZING!
5,"Touching, funny, real","Jameela is able to bring in guests we know or find out we want to know, and get them to open up about subjects that are usually taboo. Weight issues, food issues, mental health, periods... she gets stars to talk about things that, yes, everyone experiences. She also tries to get to the root causes of these issues (mostly it's the patriarchy). 

Jameela is a good interviewer in that she is very open, which makes her guests feel able to share their experiences. However, sometimes she talks over the guests. She has already gotten better at letting her guests finish their thoughts in the first few episodes, and I know she will continue to improve. Jameela knows she is a work in progress, in this podcast and everything else, which is what makes her such an inspiration!"
4,Let your guest talk!,"I love Jameela, but she tends to talk over her guests A LOT! Please stop talking for them. It’s super cringe and I want to love this podcast so much. Just ask the questions you want of your guest and please let them completely finish their response before interjecting with your answer or your take on their answer. Thanks!!"
5,Get HIP to Jameela Jamil,"If you are not hip to Jameela Jamil yet... THEN YOU MUST STOP WHAT YOU ARE DOING. Follow her on IG, try to follow her on Twitter and most importantly listen to this podcast. Her message is of STRENGTH, EMPOWERMENT and it speaks to everyone who is against everything hate fueled. My advice is open your ears, heart and mind to this podcast!!!!!"
5,Love it!,Thank you!
4,Needed to Hear,"A lot of these are important and perspective changing interviews and I’m glad I finally clicked play on the episodes. Demi’s interview in particular and her talk about legalizing food and her rallying cry for forgiveness culture really resonated with me. You can’t be everything that everyone wants you to be; you can only try to be your best self, as you define it, and be kind to yourself and others. This podcast really brings a necessary voice to that message.

To the people criticizing Jamil’s interview skills- she’s been doing this most of her 10+ year career. Just because you only heard of her recently doesn’t mean she’s new or untested. She’s bringing her authentic self to these conversations and, whether it suits you or not, she’s communicating compassion and understanding when she shares her stories with her guests. I, for one, appreciate hearing the different aspects of difficult issues and getting insight into how people cope and often struggle with these difficult experiences. I don’t want her to stop sharing her stories, because it helps define the same-but-different aspect of mental illness, eating disorders, body image, and other important issues. It’s a complete value add as far as I’m concerned."
5,So positive and important,I love Jameela and Aisling together so much. This was such an important conversation. And funny!
5,absolutely incredible,"i discovered jamilla jamil through watching the good place, but now adore her iweigh movement.  she’s one of the most inspiration humans i have ever seen and i love her and her guests raw honesty on this podcast.  hope to see more episodes and love all you stand for!"
5,Empowering,"Every other day, I go on a walk (social distancing) while listening to this podcast. The way Jameela is able to explore these sensitive issues with others is empowering. She doesn’t have all of the answers and doesn’t pretend to. She simply wants to learn with us and help us be more aware of our surroundings. As a teenage girl growing up in an increasingly digital world, I’m so grateful that these conversations about body issues, loneliness, and eating disorders are being had.

The world is a scary place but i_weigh helps me conquer it. 

Thank you Jameela"
5,Favorite podcast,"Jameela Jamil has quite a unique personality, and I love hearing her life story and the stories and opinions of her guests. This podcast is real, and the message is so powerful. It is absolutely my favorite podcast!"
2,Too hard to listen to,"I’d never heard of this interviewer before but the Reese Witherspoon episode was so good that I thought I’d follow her. 
This latest episode with Aisling Bea was terrible. I had to stop ten minutes in. The constant interruptions and talking over one another made it unbearable to listen to. Learn some interviewing techniques and stop and let your guest speak."
5,Love it!,"I just found out about this podcast, Jameela is fantastic, I’m obsessed with her!"
5,Inspiring and a role model,I love jameela and she’s truly inspiring so when I heard she was coming out with a podcast I was so excited and the moment it came out I listened to the first episode and it has been my favorite podcast since❤️
5,So funny and interesting,Super fun to listen to - I love Jameela’s humor is so funny and she manages to approach big topics in a truthful but light fashion.
5,Unapologetic self acceptance,"I truly enjoy Jameela's theme of unapologetic self acceptance in this podcast.  She is candid, funny, and genuine.  Her guests are thoughtfully selected and have meaningful perspectives and voices for women.  I particularly enjoyed Reese Witherspoon's episode.  She is a trailblazer.  I'd love to see Kesha or Megan Markle as guests in the future."
5,"Great conversations, less interruptions would be nice","I love Jameela’s candidness and humor in addressing these very important issues and really connecting with the guests in open conversation. However, I did notice the interrupting as some other reviews mentioned and it is kind of annoying as I would like to hear the guests full response. I don’t mind having a millisecond of silence between answers, just let them finish speaking."
4,Interrupting,"Very important podcast for women to hear. If I could give one tip, it would be to please stop interrupting other women to tell your own stories while you’re interviewing them."
4,"Less interruptions if possible, please!","Love Jameela’s insight, but she frequently interrupts her guests as they’re in the middle of an answer. The show picked good guests, would like to hear their full answers!"
5,Truly brilliant,10/10 don't event hesitate to subscribe. A must listen for any human who has ever felt self conscious about how they look to the world
5,Love!,Just listened to the episode with Demi Lovato and appreciate the openness and vulnerability of the conversation. It makes it feel very raw and unfiltered. Thank you Jameela for creating this much needed podcast and movement! I am looking forward to seeing the growth of the show. I also think Jameela has improved on letting her guests speak more and is on the path to becoming a fantastic interviewer!
2,An undertone of weight stigma,"I have been impressed with Jameela’s work in the past and was excited for this podcast personally, and as a resource to offer the teens I work with.  The interview with Beanie left me uncomfortable, as I felt Jameela was trying to differentiate herself from Beanie and assert that she was smaller.  By insisting that she only wears a large or saying “things there don’t even fit me”, it felt patronizing.  I really enjoyed Beanies sentimate of saying her weight was the least interesting thing about her and I felt like Jameela just kept pushing to talk about size. But, perhaps that’s the point of the podcast. Worthwhile listen for those using critical thinking but could feel belittling to people in recovery or struggling with body image."
5,Love the message behind this show!,"I’m SO happy that Jameela started this podcast! I wish there were more episodes so I could binge listen to it- the guests share such relatable stories about their past struggles and it reminds me that I’m not alone in what I’m going through. This show reminds us that being human is not being perfect, it’s about so much more."
5,Excellent and fun,I love the work jameela does and hearing her have frank conversations with such interesting and passionate people is a delight!
5,Dear Jameela,"Jameel Jamil, first of all, thank you for creating this podcast. I’ve been somewhat silently suffering with an eating disorder for a few years now, and although I’ve received a bit of clinical help, I’ve ended up learning more about how to feel better and accept my body just by listening to this podcast. You and your guests are such a breath of fresh air for me. You hold so many of the same values as I, and there’s nobody who I’m currently surrounded by in my quarantine that thinks the same way about beauty standards or body image or ideas of femininity. So this podcast has truly done a lot for my mental health in the past couple days. Thank you for being so unfiltered in the best possible way. I wonder if you’d be willing to take questions from your listeners to ask your guests?"
3,"Love concept, execution needs work","I love the concept of this podcast and I adore Jameela. I think the podcast will go from good to great once Jameela refines her interviewing skills. She tends to cut guests off and starts talking about herself. It’s typical of people who have poor listening skills because they are too caught up thinking about how to respond. Being an engaged listener while keeping an interview on track, no doubt, takes practice. It’s is a skill that has to be refined, and I look forward to listening to the podcast as it continues to evolve."
5,Love it!,"It’s great! I love that the questions she asks are so different than normal interviews. I feel like I get to know the people on a deeper level. 

Thank you Jameela for your work and activism!"
5,Insightful and fresh,"I have listened to all of the available episodes and really enjoyed and felt refreshed from this content. Jamilla is smart, funny and empathetic. Her guests have interesting and empowering messages and I’ll continue to tune in each week.  Also, the theme music whimsically melancholic, a breath of fresh in my life right now. I walk away hopeful"
5,The best!,I love this podcast. Jameela has such an amazing personality and puts her spin on everything. I love that she opens up about her past and current struggles. I really connect to all the topics and find it super informative. Thank you for making this and using your platform to further your word with mental health and woman/ people empowerment. I have been telling everyone to listen because it has something for everyone.
3,Interviewing is a skill,"I really support Jameela and the impact she’s working to make in the world and I hope to see this podcast get better as her interviewing skills improve. Like some other reviewers, I agree that the show would benefit from the guests being allowed to speak more fully and complete their thoughts, and for Jameela to hold back a bit on her opinions and experiences. While a back and forth can bring out more in the interviewee, the best interviewers put themselves in the background and focus on actively listening to their guests. Wishing this show all the best 💖"
5,So excited!,I love Jameela Jamil and her outspoken unwillingness to sit quietly. I’m so excited to see her expand her I weigh platform to a podcast. I really look forward to hearing more of her.
3,More time for your guests to speak,It would be lovely if guests have more time to speak and finish their thoughts.
5,This made my day!!,"When I heard Jameela on the ‘Life is short with Justin Long’ podcast, I thought to myself how much I wished she had her own podcast. I found this podcast last night by accident and couldn’t be more excited. 

Jameela is hilarious and real.  It’s so rare and exactly what we need right now. Thank you!!"
5,Amazing podcast amazing woman,Jameela is doing Gods work with this podcast.  Love it!
5,Also Enjoyed the Info,I found Jameela’s use of the F bomb extremely necessary and I’m positive that I’ll listen to another interview. I really like Reese Witherspoon and what she has to say.
1,Good but could be great,"I’m a big fan of Jamila’s work and I enjoy listening to her talk on other podcasts, but she doesn’t seem entirely comfortable in the role of interviewer. I wish she would ask a question and then leave space for the other person to talk rather than asking a question, getting a brief answer, then stepping in with lengthy commentary about her own opinion on the subject. The whole point of an interview is to get the interviewee’s take on things, not the interviewer’s. I’ll check back on later episodes because I want to like this podcast and I think it’s a space for important conversation, but it’s a missed opportunity to have an illustrious guest on a show and not let them fully tell their story."
5,A proper buffet for the mind,Thank you for this podcast. Listening to the conversations here is like pulling over on a road trip and stumbling upon the most wonderful buffet of goodness.
5,A true gem,Loving this podcast! Thank you for talking about the things we need to have conversations on. You are fantastic inspiration and example girl. 👏🏽
4,Enjoyed the info,I found Jameele’s use of the F bomb really unnecessary and l doubt I will bother listening to another interview. I really like Reese Witherspoon and what she had to say.
5,Thank you,These podcasts came out at the right time. Thank you for making these.
3,IWeigh,"This is a great concept, and I really enjoyed the first 2 episodes. However, Jameela’s interview style is somewhat grating. She constantly interrupts and talks over her guests, and it was really apparent in the Reese Witherspoon episode. Reese would be talking and Jameela just cuts Reese off and starts talking about herself. Reese is so knowledgeable and has so much more experience that it was frustrating to hear her get run over by Jameela’s (often inappropriate) rambling. I could tell Reese was frustrated by it too; especially when she tried to correct Jameela’s incorrectly stated “statistics” about women in healthcare. I had to turn it off after that.  Will give it another chance though!"
5,Great Find,"Powerful, vulnerable, and honest. Such great conversation that can open peoples hearts and minds. Love it."
5,LOVE,"This podcast is a breath of fresh air at a time when everything feels so chaotic and uncertain. Jameela and each guest discuss topics that enlighten and empower the listener.  I’m so glad to add this incredibly positive, candid podcast to my weekly listens. Thank you for all you do."
5,So much honesty,This podcast has already helped me so very much and makes me feel known. I absolutely love Jameela and how upfront she is about such critical issues that more people need to talk about. Thank you so much for making my life and day better!
5,Thank you,Listening to Jameela’s podcast for the first time with Reese Witherspoon. Two incredibly influential women being vulnerable with each other. I appreciate Jameela’s openness and asking such great questions to her guests. I have felt such great anxiety and waves of depression from the news of how our society has created these toxic cultures and to hear and see women who have made cracks of light in so much darkness has been a godsend. Thank you Jameela for being you. Thank you to the guests and their openness and allowing more light to peek through.
5,Grateful for conversations like these,"One of the most necessary podcasts right now. Jameela doesn’t hold back in asking the questions that no one dares to ask. She makes sure to celebrate everyone for what they’ve accomplished and who they are than focus on superficial aspects. I highly recommend this beautiful, emotional and overall expanding podcast to anyone who wants to open their eyes. Thank you jameela for you light, you’re the goddess we need in the entertainment industry 🙏🏻✨❤️"
5,One of the Best Podcasts I’ve Found,"Jameela is so open and honest. She seems unafraid to approach any subject, regardless of the level of vulnerability that subject might possess. I’ve listened to one and a half episodes and I’m already hooked. I can’t wait to see who else she interviews, where else she goes, thanks Jameela for sharing your world with us"
3,Ok,Would like to see not just racial but political diversity also pls
5,YES,"love everything you do, babe, so keep doing things!"
5,Love!,Felt particularly refreshed after listening to the episode with Beanie. Really loving the content. So honest and rejuvenating. Excited to hear more!
5,Fantastic,I absolutely LOVE this podcast. I can tell that Jameela takes her time to pick the topics that are discussed and they are also very personal to her. Thank you for allowing yourself to be so vulnerable in order to help everyone else. ❤️
5,Loneliness Episode,"I love learning and this was wonderfully informative, especially since I am quite lonely and this time of quarantine has only capitalized on it. Thank you, Jameela!"
5,Empowering and thoughtful,"Every woman, every daughter - everyone should listen as Jameela brings such a refreshing view of how we should look at ourselves and not accept what society wants us to be. Thank you! Thank you! Thank you!"
5,Vitek Murthy,"Love his insight into loneliness. Great speaker.  Jameela sharing her own experiences helps us understand we are not the only ones that have felt this way. 
Love her podcast!!👏👏👏👏"
5,You are wonderful!,Thank you for being so genuine and giving mental health the airtime it deserves.
1,Hate this so much,So dumb. Can’t see how people come to believe these things. DON’T LISTEN TO THIS PODCAST.
5,LOVE,"This podcast came out at the perfect time. As some who is figuring out her own mental state a little later in life  (36 years old), this is a beautiful podcast. Breaking a lot of stigmas and making the topic of mental health easier to speak on and digest. Thank you Jameela ❤️❤️❤️"
5,👏👏👏,What!? Yess!!!!!! Love this ♥️♥️♥️♥️
5,The best!,This podcast is just what we need right now.
3,❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️,❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️
5,Amazing first episode!!!,I loved the topics discussed and how thoughtful both the host and the guest were when discussing difficult but important issues. The energy of the episode was very warm and calm—definitely felt like I was listening to two friends talk about serious and funny things. I’m so glad this podcast exists and Im really looking forward to the next episode. Oh and the theme music is calming and lovely.
5,Tv,She’s on a show on tru tv misery index
5,An Icon Interviewing Icons,Jameela Jamil did THAT! The podcast we all needed for these times.
4,💖💖💖,"Loved this first episode with Beanie, she really does radiant joy. I also obviously love Jamila and all that she does. The podcast is truly what we need right now! Sending so much love and success to this podcast. 

My only critique would be cutting the speaker off occasionally and talking over them. I know this is completely unintentional but there were many moments during the episode where it felt like Beanie was cut off in the middle of saying something and I wish she was able to fully speak and share her story with fewer interruptions. Again, it’s minor and I don’t mean to point fingers but I think this is really heightened in podcasts where the listeners are only hearing the dialogue."
5,I love this so much!,Exactly what we need right now❤️
5,So excited for this podcast!!!!!,"Thank you, Jamil, for starting this inspiring and timely movement and podcast about body image, mental health, female power and support, you name it! Can’t tell you how many women will benefit in ways they never thought was possible after hearing what you and you guests have to say. Really looking forward to more :)"
5,Love you Jameela 💜,So excited for this. Love what you do and how you do it ❣️💜
5,Radiant Kindness,There is so much positivity and kindness and love here—a soothing podcast that makes me feel heard and understood. Lovely!
5,All the feel goods,She touches on every aspect and is totally real with herself and the guest. I know it’s the only first episode but I know it will only get it infinity better!!!
5,So positive and uplifting!!,"Excellent interview and so important for young people to hear positive thoughts and advice. Listening to discussions of sexuality and weight acceptance make me wish I had podcasts to listen to like this one when I was growing up. Society has a way of pushing people down, but having outlets to lift us up is so very important. Thanks for a great interview!"
5,Yes yes YES!,Already recommended it to everyone I know! This is amazing and I’m so excited to see where this leads!
5,What we need in the podcast world,"Real, uplifting, thought provoking, encouraging conversation. Listen to get your “girl power” fix"
5,Jameela is my hero,Love!!! 💗
5,Excited,I’m so excited for this podcast! We need this! I need this! Thank you so much Jameela 💜
5,I’m crying,I weigh too!! I cannot wait to listen to more of your podcasts!! Hugs!
5,Can’t wait,"I just listened to the teaser clip with Aisling Bea, and I am so ready for this podcast to exist. This is what humanity has been heading toward."
5,YAY 😍,"Subscribe. This is going to be amazing! I mean, from the sneak peak alone— two of the most hilarious, charming and best-accented people on the planet chatting and crying about the real stuff together. I am beyond excited to hear what will come from this!"
