index,user,timestamp,rating,title,review,review_raw
3968,WantToBeFree,20150205T183644,5,Must Listen,"I work at home on computer all day. At 63 I still need to work, although I dream of retriement and all the creative things I want to do. Recently discovered podcasts on ITunes, and now I am not bored out of my mind. I am able to work and ""listen"" at the same time, although I do have had to backtrack if too deep. Looking forward to more. Thanks!","I work at home on computer all day.  At 63 I still need to work, although I dream of retriement and all the creative things I want to do. Recently discovered podcasts on ITunes, and now I am not bored out of my mind.   I am able to work and ""listen"" at the same time, although I do have had to backtrack if too deep.  Looking forward to more.  Thanks!"
3969,CreWoman,20150205T110456,5,Could Not Stop Listening,"I don't know if it was the compelling story or the way Sarah shared the story, but I found myself purposely taking long drives to listen to the show uninterrupted. Definitely worth a listen and I am looking forward to the second season.","I don't know if it was the compelling story or the way Sarah shared the story, but I found myself purposely taking long drives to listen to the show uninterrupted. Definitely worth a listen and I am looking forward to the second season."
3970,Joe Quimby,20150205T040756,5,Binged This One In Three Days,Solid investigative journalism into this cold case. Thought provoking. Can't wait for season two.,Solid investigative journalism into this cold case.  Thought provoking.  Can't wait for season two.
3971,think about this....,20150203T182316,5,Extremely Entertaining,"The most entertaining podcast I have ever listened to. It's really difficult to have any self- control with these episodes. Once you start, you'll probably end up bingeing on hours of this podcast!","The most entertaining podcast I have ever listened to. It's really difficult to have any self- control with these episodes. Once you start, you'll probably end up bingeing on hours of this podcast!"
3972,ksd23,20150203T030611,5,Definitely Hooked.,Started listening and went straight through.,Started listening and went straight through.
3973,Qazwix,20150203T010950,5,Awesome!,"It's my new favorite podcast! I wait anxiously for each new episode to come out. When it finally does, I drop everything and listen. Yes, it's that good!","It's my new favorite podcast! I wait anxiously for each new episode to come out. When it finally does, I drop everything and listen. Yes, it's that good!"
3974,harmonillustration,20150202T192403,5,Need More Now!,Was hooked after the first episode and binge listened to the rest. Now I crave more. It was so engrossing. Thank you so much for this podcast. I can't wait to here more stories.,Was hooked after the first episode and binge listened to the rest. Now I crave more. It was so engrossing. Thank you so much for this podcast. I can’t wait to here more stories.
3975,TTransport,20150202T151200,5,Love The First Season,I want more!,I want more!
3976,PureJosie,20150202T143132,5,Best True Crime Presentation Ever,"I've read through comments from some reviewers who say that the podcast would have been better if presented by a forensics expert, an attorney, or law enforcement. Are you kidding me? No offense to anyone in those professions, but that story would be boring as heck. There's a reason a journalist makes a great storyteller--that's what her job is! I love the emotion and empathy that the hosts brought to the story. SPOILER ALERT: I wish the mystery could have been wrapped up to a neat conclusion, but the lack of one doesn't negate my enjoyment of the 12 episodes.","I've read through comments from some reviewers who say that the podcast would have been better if presented by a forensics expert, an attorney, or law enforcement. Are you kidding me? No offense to anyone in those professions, but that story would be boring as heck. There's a reason a journalist makes a great storyteller--that's what her job is! I love the emotion and empathy that the hosts brought to the story.
SPOILER ALERT: I wish the mystery could have been wrapped up to a neat conclusion, but the lack of one doesn't negate my enjoyment of the 12 episodes."
3977,Indianajoe77,20150202T040245,5,Amazing!,"Probably the best piece of radio in existence to this day. Entertainment is not the word, because it's a true story that brings your heart into it. It hooks you and is presented in such a way to make you care and is incredible journalism. So forthright and well, amazing. Listen to it!","Probably the best piece of radio in existence to this day. Entertainment is not the word, because it's a true story that brings your heart into it. It hooks you and is presented in such a way to make you care and is incredible journalism. So forthright and well, amazing. Listen to it!"
3978,Ceecee1018,20150131T194516,5,I Want More!,"Oh, this was so wonderful! Riveting and gripping.","Oh, this was so wonderful!!  Riveting & gripping."
3979,Abe1741,20150131T192421,5,Phenomenal,"I finally got a chance to listen to this podcast after hearing of all the positives of this show over the past five months, and I have to say this lives up to it all. This is not just no trumped up idle dig through, this is good all around from production to music, to interviewing, and to being honest, I loved every bit of it. And anyone in todays day and age, who can honstly say without bias or cyncicism that Anon is automatically guilty is really fooling themselves. If anything in my opinion I think Jay is an accomplice and that it looks bad for both of them and the ironys and coincidence especially when it comes to that call log and the best buy phone is a huge DEAL, but besides the point Great GREAT podcast!","I finally got a chance to listen to this podcast after hearing of all the positives of this show over the past five months, and I have to say this lives up to it all. This is not just no trumped up idle dig through, this is good all around from production to music, to interviewing, and to being honest, I loved every bit of it. And anyone in todays day & age, who can honstly say without bias or cyncicism that Anon is automatically guilty is really fooling themselves. If anything in my opinion I think Jay is an accomplice and that it looks bad for both of them and the ironys and coincidence especially when it comes to that call log and the best buy phone is a huge DEAL, but besides the point Great GREAT podcast!!"
3981,Greyash,20150131T025656,5,Amazing,Great story telling. Broken down into digestible pieces. I couldn't think about anything else until I finished it and then went online looking up more info. Don't do that until you listen to the whole series.,Great story telling. Broken down into digestible pieces. I couldn't think about anything else until I finished it and then went online looking up more info. Don't do that until you listen to the whole series.
3983,kfaulk1138,20150130T211018,5,Lives Up To The Hype,"I held off listening to this due to all the hype thinking it couldn't possible live up to all the coverage. I did, and I glad I did. Worth the time to listen and enjoy.","I held off listening to this due to all the hype thinking it couldn't possible live up to all the coverage. I did, and I glad I did. Worth the time to listen and enjoy."
3986,BuffPierceman,20150129T231733,5,Just Finished Want More Now,"This podcast made me think about life, death, and everything in between. It was perfectly put together. Thursday's were my favorite day of the week. I have an opinion of innocence, but listen form your own!","This podcast made me think about life, death, and everything in between. It was perfectly put together. Thursday's were my favorite day of the week. I have an opinion of innocence, but listen form your own!"
3989,Silverluna78,20150129T020232,5,"Terrific Voice, Compelling Story",This is my first ever podcast and I've been hesitant to try because I can't pay attention for long enough for audiobooks...my brain flits away to new topics and I can't just flip a few paragraphs or pages to find the last place I was actually paying attention. This is NOT THAT. I couldn't stop listening and the format is great with recordings and interviews and Sarah's excellent overviews and reminders. An amazing entry into the podcast world...I can't imagine a Chicago commute without listening to one now!,This is my first ever podcast and I've been hesitant to try because I can't pay attention for long enough for audiobooks...my brain flits away to new topics and I can't just flip a few paragraphs or pages to find the last place I was actually paying attention. This is NOT THAT. I couldn't stop listening and the format is great with recordings and interviews and Sarah's excellent overviews and reminders. An amazing entry into the podcast world...I can't imagine a Chicago commute without listening to one now!
3990,Hezzzerb,20150129T020204,5,Engrossing,Totally engaging and fascinating!,Totally engaging and fascinating!
3992,GermanHeidels,20150128T031939,5,Very Well Done!,"I am binge listening, as it has me riveted -- just wish at the end of the day that it wasn't a true story.","I am binge listening, as it has me riveted -- just wish at the end of the day that it wasn't a true story."
3993,SFA1500,20150127T152310,5,Edge Of My Seat Anxiety,I am honestly never the one to get anxious about things but listening to this story unfold had me always wanting to hear more. SK does a great job of narrating and keeping the listener centered and not leaning too hard one way or another.,I am honestly never the one to get anxious about things but listening to this story unfold had me always wanting to hear more. SK does a great job of narrating and keeping the listener centered and not leaning too hard one way or another.
3994,aaronwaddell,20150127T050416,5,So Good,I really enjoyed this story. Thank you.,I really enjoyed this story. Thank you.
3995,JJBananas4,20150126T051812,5,Amazing,Sarah Koenig does an amazing job presenting this story. Her passion really shows. Such an interesting story where I couldn't wait to find out what was around the corner. Worth the time.,Sarah Koenig does an amazing job presenting this story. Her passion really shows. Such an interesting story where I couldn't wait to find out what was around the corner. Worth the time.
3996,Rrdchrry,20150125T201905,5,Addicted,Ten minutes through the first episode I knew this was going to be addicting. It's sooo good!,Ten minutes through the first episode I knew this was going to be addicting. It's sooo good!
3998,tyri2003,20150125T165359,5,Addictive,"I finished them all in just 3 days. And that's only because I had stuff to do. It's a bit one-sided, but good story-telling nonetheless.","I finished them all in just 3 days. And that's only because I had stuff to do. It's a bit one-sided, but good story-telling nonetheless."
3999,DSEichinger,20150125T095549,5,Ms. Koening Is A Great Storyteller,I hope they continue following the story. I enjoyed the way this was presented.,I hope they continue following the story. I enjoyed the  way this was presented.
4001,DonnaP17,20150125T055942,5,Great Story!,I really got hooked on the podcasts about Adnan's story. Really made me think. Look forward to the next Serial.,I really got hooked on the podcasts about Adnan's story. Really made me think.  Look forward to the next Serial.
4002,Floriboo,20150125T045441,5,Shocked!,This is such a heart breaking story listening to all the facts and seeing how corrupt our justice system is! Based on everything I feel that Adnan is innocent. I really really want to know what happen with that DNA! What's the results?,This is such a heart breaking story listening to all the facts and seeing how corrupt our justice system is! Based on everything I feel that Adnan is innocent. I really really want to know what happen with that DNA! What's the results?
4004,KaiserSohze,20150124T151444,5,Sets The Standard For Podcasts,TAL and Serial set the standard for what a podcast should be. Other podcasts have a tough mark to hit.,TAL & Serial set the standard for what a podcast should be. Other podcasts have a tough mark to hit.
4005,AwesomeMontana,20150124T043937,5,Totally Addicted!,"I've been listening to podcasts for years now but this is by far one of the all time best ever. I'm totally hooked. Can't wait for season 2. Glad I just listened in now. In the last week I've already listened to season 1 and just started over from the beginning. It's not just this story but Sarah's amazing storytelling abilities that brings it to life. I've always felt the best sign of a good book is if I think about the characters when I'm not listening to the story and I definitely think about these guys. I gotta admit it's a bit frustrating, so many questions to ask? Where's the DNA evidence, why didn't they question Don more? How about an interview with the parents? But overall so exciting and interesting. Is this guy sitting in jail when he shouldn't be? Is the real killer still out on the loose? Or is he where he belongs? Can't wait to find out... If you haven't listened yet you gotta check this out! Congrats Sarah and the rest of the producers etc! Great job!","I’ve been listening to podcasts for years now but this is by far one of the all time best ever. I’m totally hooked. Can’t wait for season 2. Glad I just listened in now. In the last week I’ve already listened to season 1 and just started over from the beginning. It’s not just this story but Sarah’s amazing storytelling abilities that brings it to life. I’ve always felt the best sign of a good book is if I think about the characters when I’m not listening to the story and I definitely think about these guys. I gotta admit it’s a bit frustrating, so many questions to ask? Where’s the DNA evidence, why didn’t they question Don more? How about an interview with the parents? But overall so exciting and interesting. Is this guy sitting in jail when he shouldn’t be? Is the real killer still out on the loose? Or is he where he belongs? Can’t wait to find out… If you haven’t listened yet you gotta check this out! Congrats Sarah and the rest of the producers etc! Great job!"
4006,"Akron,Ohio",20150124T022853,5,Intriguing And Addictive,"I was recommended this podcast from a friend and have been passing the word onto others. I loved the depth of research, commentary and serial publication. I am waiting for the next case/ story","I was recommended this podcast from a friend and have been passing the word onto others.  I loved the depth of research, commentary and serial publication.  I am waiting for the next case/ story"
4008,Ngillig2,20150124T004124,5,Best Podcast Ever,"This is an amazing story and told so well by the narrator, I found myself taking longer walks home from work just to finish an episode. It's addicting!","This is an amazing story and told so well by the narrator, I found myself taking longer walks home from work just to finish an episode. It's addicting!"
4009,whits506,20150123T223711,5,So Engrossing!,I was hooked from episode one! I couldn't quit listening! Cannot wait for Season 2 to come out!,I was hooked from episode one! I couldn't quit listening! Cannot wait for Season 2 to come out!
4010,JeremiahsMommy418,20150123T083228,5,I'M Obsessed,I have listened to this series 3 times...i keep going over and over every single detail and the time lines and the stories...Its very well told and I can't wait to learn the truth!,I have listened to this series 3 times...i keep going over and over every single detail and the time lines and the stories...Its very well told and I can't wait to learn the truth!
4011,mnuq,20150122T232435,5,None Quite Like It..,"By far the most intriguing podcast I've had the pleasure of listening to. If you haven't downloaded it yet, you're missing out.","By far the most intriguing podcast I've had the pleasure of listening to. If you haven't downloaded it yet, you're missing out."
4012,anandimide,20150122T174033,5,Incredibly Tedious Journalism,This podcast is absolutely detailed and amazingly well-constructed. The massive amount of time and effort spent on this case is easy for anyone to see and it has paid off!,This podcast is absolutely detailed and amazingly well-constructed. The massive amount of time and effort spent on this case is easy for anyone to see and it has paid off!
4013,JuleeGLopez,20150122T082624,5,Best Podcast Ever!,"Absolutely amazing, and addicting! Totally worth your time won't regret it!","Absolutely amazing, and addicting! Totally worth your time won't regret it!"
4014,Addicted to ACEMANAN,20150122T023330,5,Great Entertainment,"The journalist, producers and assistants did a fantastic job of entertaining and informing. Some of the citicism is a little harsh but the bottom line is that he was found guilty. Was there reasonable doubt in my mind from this podcast, yes. Did the jury have reasonable doubt? I hope not. Can't wait for the next season.","The journalist, producers and assistants did a fantastic job of entertaining and informing.  Some of the citicism is a little harsh but the bottom line is that he was found guilty.  Was there reasonable doubt in my mind from this podcast, yes.   Did the jury have reasonable doubt?  I hope not.  Can't wait for the next season."
4015,Wayts,20150121T234126,5,Lives Up To The Hype,Cannot wait for season 2!,Cannot wait for season 2!
4017,Nemo225,20150121T063937,5,So Amazing,"I've never listened to podcasts until this one. Wow. It had me hooked for two days, which is how quickly I finished listening. And the recent developments with Asia, crazy! As an American born Muslim I have to say it's pretty ridiculous that the states case was based on tarnishing his character such as for lying that he was dating someone. Umm hello ask any American Muslim that's ever dated and you will hear exactly the same thing - that they had to hide it from their parents. I can't believe how little they convicted him on. The justice system failed him.","I've never listened to podcasts until this one. Wow. It had me hooked for two days, which is how quickly I finished listening. And the recent developments with Asia, crazy! As an American born Muslim I have to say it's pretty ridiculous that the states case was based on tarnishing his character such as for lying that he was dating someone. Umm hello ask any American Muslim that's ever dated and you will hear exactly the same thing - that they had to hide it from their parents. I can't believe how little they convicted him on. The justice system failed him."
4018,KaylaC6500,20150120T130858,5,This Podcast Rocks!,"Started listening to the podcast yesterday afternoon and couldn't stop listening till I had to go to bed. Today I will finish the rest of the series. I love the way you present the information and telling of the story. Looks like you have a hit on your hands, now it is time to hire on more people and get some more podcast out. Can't wait for the next Serial to come out. Thank you for podcasting! You all rock!","Started listening to the podcast yesterday afternoon and couldn't stop listening till I had to go to bed.  Today I will finish the rest of the series.   I love the way you present the information and telling of the story.  Looks like you have a hit on your hands, now it is time to hire on more people and get some more podcast out.  Can't wait for the next Serial to come out.  Thank you for podcasting! You all rock!"
4020,Aboogie763,20150119T182607,5,:OK_hand::OK_hand:,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,👏👏👏👏
4023,Kbcherry,20150119T135347,5,Engaging,"Sarah is an excellent stroy teller and lays out the story in an engaging manner. No matter the outcome, you will enjoy the ride!","Sarah is an excellent stroy teller and lays out the story in an engaging manner.  No matter the outcome, you will enjoy the ride!"
4024,Nolan Wilkerson,20150119T031150,5,Love This Show,I cannot wait until the next season of Serial. Please bring more of this asap!,I cannot wait until the next season of Serial. Please bring more of this asap!!!
4025,Jfa258,20150119T014017,5,This Is How Journalism Should Be Done,"This podcast overflows with intellectual rigor and integrity, yet never slips into preachiness. It's a pleasure to experience, even though the actual content is terribly disturbing. A lesson to us all.","This podcast overflows with intellectual rigor and integrity, yet never slips into preachiness.  It’s a pleasure to experience, even though the actual content is terribly disturbing.  A lesson to us all."
4026,Grakkthal,20150117T233744,5,Brilliant,I could go on and on about all the things I love about this podcast but that would take days. It honestly all comes down to the fantastic Sarah Koenig. Not only is she extremely smart and articulate but she has a genuine curiosity that comes through on every episode. She is able to be objective and analyze this case honestly. I just love this podcast and I can't wait for season 2.,I could go on and on about all the things I love about this podcast but that would take days. It honestly all comes down to the fantastic Sarah Koenig. Not only is she extremely smart and articulate but she has a genuine curiosity that comes through on every episode. She is able to be objective and analyze this case honestly. I just love this podcast and I can't wait for season 2.
4028,Tom Thurber,20150117T065804,5,Addicting,One listen and I was hooked. Can't wait for the next season.,One listen and I was hooked.  Can't wait for the next season.
4029,"The P, B, B & B Mom",20150116T200444,5,Awesome,"Was my first podcast and I couldn't put it down! I heard about it on the Today Show right before the last episode, so I kinda got to cheat and listened to it in two days instead of all those weeks! I can't wait for her new one to come out ~ Thank you Sarah and crew especially the fact checkers I am sure that took a lot of time and money but it made it so much better for the audience. Especially if you have ever had any issues with the law/trials and know how prosecutors/detectives can and will manipulate the system to benefit their case.","Was my first podcast & I couldn't put it down!! I heard about it on the Today Show right before the last episode, so I kinda got to cheat & listened to it in two days instead of all those weeks! I can't wait for her new one to come out ~ Thank you Sarah & crew especially the fact checkers I am sure that took a lot of time & money but it made it so much better for the audience. Especially if you have ever had any issues with the law/trials and know how prosecutors/detectives can and will manipulate the system to benefit their case."
4030,MikeSe86,20150116T152516,5,Wow!,Dope podcast. Very well done and interesting.,Dope podcast. Very well done and interesting.
4031,Handleitnow,20150116T053249,5,I Like It,I find this podcast totally unique and look forward to the next chapter.,I find this podcast totally unique and look forward to the next chapter.
4032,kickasskatie80,20150116T024838,5,"Loved It, But What About The End!?","I absolutely loved the podcast, but * (maybe spoiler)* what happened with the dna test? Did it ever come back with anything at all?","I absolutely loved the podcast, but * (maybe spoiler)* what happened with the dna test? Did it ever come back with anything at all?"
4033,Triviacrackrocks,20150116T000744,5,Wow,"The title says it all. Do not subscribe unless you are sure you have the time to listen to several episodes the first night. The story absorbs you and you journey alongside Sarah through its murky depths and details. You will find yourself lying in bed at night thinking ""he definitely did it,"" only to wake up saying ""oh my gosh, he didn't do it."" It's frustrating, heartbreaking, shocking, and captivating. It is one of the best stories you will ever hear.","The title says it all. Do not subscribe unless you are sure you have the time to listen to several episodes the first night. The story absorbs you and you journey alongside Sarah through its murky depths and details. You will find yourself lying in bed at night thinking “he definitely did it,” only to wake up saying “oh my gosh, he didn’t do it.” It’s frustrating, heartbreaking, shocking, and captivating. It is one of the best stories you will ever hear."
4034,INsaneJuly,20150115T164558,5,Engaging,Very engaging and fascinating. Great presentation of facts. Wonderful narrative by a great host!,Very engaging and fascinating.  Great presentation of facts. Wonderful narrative by a great host!
4035,Mal Bumgarner,20150115T013754,5,Fabulous!,"Astonishingly good! (And addicting.) Sarah Koenig is excellent, in all her roles, and I will forever be a fan. I think she has a very bright future ahead of her. Great job, Sarah and everyone involved.","Astonishingly good!  (And addicting.) Sarah Koenig is excellent, in all her roles, and I will forever be a fan. I think she has a very bright future ahead of her.  Great job, Sarah and everyone involved."
4036,Blitson,20150115T000922,5,Amazing,"I've always been a fan of podcasts, but this one has been my favorite so far. Serial has amazing music and editing. I've recommended it to a lot of my friends who are now enjoying the podcast. I heard the funding for season 2 was in and I'm very excited. For anyone wondering about listening to this, try the first episode, you won't regret it.","I've always been a fan of podcasts, but this one has been my favorite so far. Serial has amazing music and editing. I've recommended it to a lot of my friends who are now enjoying the podcast. I heard the funding for season 2 was in and I'm very excited. For anyone wondering about listening to this, try the first episode, you won't regret it."
4037,E walker,20150114T195625,5,A New Chapter In Story Telling,This podcast defines a new approach to story telling. Amazing series.,This podcast defines a new approach to story telling. Amazing series.
4041,ⓛⓔⓝⓝ/Madi queen,20150114T152026,5,Ok I'M Listening,A friend told me about this story and I was interested. I have to say the telling of the story is perfect and the story is just as good.,A friend told me about this story and I was interested. I have to say the telling of the story is perfect and the story is just as good.
4042,thomastollar,20150114T124735,5,What?,"What just happened? Is that the ending? Oh man, this podcast takes you up to the edge of the cliff and then makes you turn around and walk home without looking over. Engrossing, but what a disappointment.","What just happened?  Is that the ending?  Oh man, this podcast takes you up to the edge of the cliff and then makes you turn around and walk home without looking over.  Engrossing, but what a disappointment."
4043,Catch The Germ,20150114T052808,5,Awesome!,"Such a good podcast. A long form story format. Love it, it's like Netflix; but with the podcast","Such a good podcast. A long form story format. Love it, it's like Netflix; but with the podcast"
4044,wheniawoke,20150114T043140,5,Just Great,Very addictive,Very addictive
4045,Lo Suzette,20150114T041952,5,Undeniably Awesome!,I've listened to many podcasts and this one by far is the best! There is nothing that they could improve on. I cannot wait for next season!,I've listened to many podcasts and this one by far is the best!! There is nothing that they could improve on. I cannot wait for next season!
4046,5_26posse,20150114T035503,5,Mike,Loved it and recommend highly.Can't wait for more season #2?,Loved it and recommend highly.Can't wait for more season #2??
4047,Katsmola,20150114T035000,5,I Am Hooked!,This podcast was exciting and hard to stop listening to.,This podcast was exciting and hard to stop listening to.
4048,akabdog,20150113T063002,5,One Of The Best,"if this doesn't entertain you, nothing will.","if this doesn't entertain you, nothing will."
4049,NocturnalManiac,20150113T062647,5,Addicting!,Love this podcast! By far one of the most entertaining. Can't wait for season 2!,Love this podcast!!  By far one of the most entertaining.  Can't wait for season 2!
4050,Bsbdc68,20150113T025756,5,Amazingly Addictive,I love this podcast so much that I found myself tuning others out just so I could tune in. I played episode after episode and found myself deeply addicted to the story.,I love this podcast so much that I found myself tuning others out just so I could tune in. I played episode after episode and found myself deeply addicted to the story.
4051,Rose5309,20150112T053230,5,Addictive,I love it! The only negative is you don't have more episodes!,I love it! The only negative is you don't have more episodes!
4052,Torigrady,20150112T042703,5,Absolutely Recommend,Was my first podcast ever. I'm hooked-highly recommend.,Was my first podcast ever. I'm hooked-highly recommend.
4053,Growocofific,20150111T220323,5,So Addicting!,Each episode was thoroughly engaging learning the perspectives of all involved. I can't wait until the next season! My Thursday's are so empty now! ;),Each episode was thoroughly engaging learning the perspectives of all involved. I can't wait until the next season! My Thursday's are so empty now! ;)
4056,szpacur,20150110T113114,5,Rad,Game changer,Game changer
4058,Selena9764,20150109T181924,5,5 Stars.,Thoroughly enjoyed.,Thoroughly enjoyed.
4059,Mjsunny,20150109T081015,5,Fantastic!,"gripping, raw, and wonderful storytelling!","gripping, raw, and wonderful storytelling!"
4060,Monithirteen,20150109T055121,5,Love It!,I have enjoyed every minute of this podcast. I am praying that critics and those who are looking for a people pleasing drama do not ruin season two. It was all that I wanted and more. I love the fact that this is more of a documentary with the suspense and intensity lying in the story itself. Can't wait to see what season two will bring.,I have enjoyed every minute of this podcast. I am praying that critics and those who are looking for a people pleasing drama do not ruin season two. It was all that I wanted and more. I love the fact that this is more of a documentary with the suspense and intensity lying in the story itself. Can't wait to see what season two will bring.
4061,Rachel543,20150108T222502,5,Awesome,Hopefully there will be more to this story.,Hopefully there will be more to this story.
4062,MandiM7,20150108T171033,5,Hooked,I am completely addicted. I am waiting impatiently for season 2. Well done.,I am completely addicted. I am waiting impatiently for season 2. Well done.
4063,Daniellag21,20150108T153348,5,The Ending!,I hate the ending of this so much just because I really wanted to know what actually happened! But I understand. I love this podcast. I was so obsessed with this story. I can't wait for season two!,I hate the ending of this so much just because I really wanted to know what actually happened! But I understand. I love this podcast. I was so obsessed with this story. I can't wait for season two!
4064,intbyparts,20150107T223333,5,Amazing,Not saying anything new here but this podcast is incredible.,Not saying anything new here but this podcast is incredible.
4065,Devilistic69,20150107T183909,5,Wow,This is truly interesting. It keeps me on the edge of my seat the entire time. So much suspense into this that clouds my judgement as well. Is Adnan truly innocent? Was he framed and serving this life sentence for nothing. Is the real killer still out there? I feel like there isn't enough evidence proving that Adnan is truly in fact the killer.,This is truly interesting. It keeps me on the edge of my seat the entire time. So much suspense into this that clouds my judgement as well. Is Adnan truly innocent? Was he framed and serving this life sentence for nothing. Is the real killer still out there? I feel like there isn't enough evidence proving that Adnan is truly in fact the killer.
4066,Dee bee04,20150107T082303,5,Can'T Stop Thinking,Totally into it. Can't stop trying to figure out it out. Wonder how the second season will beat this one.,Totally into it. Can't stop trying to figure out it out. Wonder how the second season will beat this one.
4067,jjrj77,20150107T072222,5,I'M All In!,"Hurry up, can't wait until next new one starts!","Hurry up, can't wait until next new one starts!"
4068,Billborocks,20150107T033847,5,Best Thing Yet,This is one of the best podcasts I have ever listened to. I'm on the edge of my seat the whole time. Can't wait to hear what's next.,This is one of the best podcasts I have ever listened to. I'm on the edge of my seat the whole time. Can't wait to hear what's next.
4069,Rnazar01,20150107T030512,5,Can'T Wait For Season 2,Can't wait for season 2,Can't wait for season 2
4070,Lola_fly,20150107T020252,5,Definition Of Addiction,Wow ! I want / need / have to have more . This is awesome ! And she did so good and her voice is so perfect for it . This was just wow !,Wow ! I want / need / have to have more . This is awesome ! And she did so good and her voice is so perfect for it . This was just wow !
4071,Gusdude21,20150107T000738,5,Great Podcast,:),:)
4072,Demil118,20150106T235425,5,This Is A True Story.....Duh?,"Love the podcast, binged on all 12 episodes, and leaves u begging for more, great job. BUT I started listening at the same time as a friend, and when he was done, he said ehh for a made up story, it wasn't the best. THIS IS A TRUE STORY, I thought it was obvious haha","Love the podcast, binged on all 12 episodes, and leaves u begging for more, great job. BUT I started listening at the same time as a friend, and when he was done, he said ehh for a made up story, it wasn't the best. THIS IS A TRUE STORY, I thought it was obvious haha"
4073,TinkerBoy,20150106T224313,5,Can'T Let Go,"It's a riveting tale told with deft reporting, insight and intelligence. If there's a Emmy for podcasts, this one deserves it. A can't let go until the end kind of story that just keeps you listening until to the very end. Great job public media!","It’s a riveting tale told with deft reporting, insight and intelligence.  If there’s a Emmy for podcasts, this one deserves it.  A can’t let go until the end kind of story that just keeps you listening until to the very end. Great job public media!!"
4074,Quiet5torm,20150106T213713,5,Can'T Get Enough,"I've never been so enthralled w/ a case and yet so sad about the events. I felt like I was watching a documentary in my mind while listening! Please continue being awesome, passionate and informative!","I've never been so enthralled w/ a case & yet so sad about the events. I felt like I was watching a documentary in my mind while listening!!! Please continue being awesome, passionate & informative!"
4075,Johnfdddd,20150106T204446,5,Wow...,"Amazing, loved it.","Amazing, loved it."
4076,Rambo_26,20150106T173524,5,Intriguing,"I've been hooked since the first episode. Absolutely intriguing and leaves me always wanting to hear more. I highly recommend to anyone, whether you're a podcast connoisseur or are just beginning to dabble.","I've been hooked since the first episode. Absolutely intriguing and leaves me always wanting to hear more. I highly recommend to anyone, whether you're a podcast connoisseur or are just beginning to dabble."
4077,smithwalker,20150106T041507,5,Love It,Keep em coming!,Keep em coming!
4078,Ashley_rozzay,20150106T033940,5,Great Journalism And Concept For A Podcast,"I literally listened to the entire podcast in one day. As a journalism major with a love for broadcasting, Sarah and her producers took this show to another level! Great concept for a show and the investigative journalism you used was sooooo way over and beyond the basic standard of journalism. Just like some attorneys only sought for what will help their case, a lot of reporters will do the same for a juicier story. Great work!","I literally listened to the entire podcast in one day. As a journalism major with a love for broadcasting, Sarah and her producers took this show to another level! Great concept for a show and the investigative journalism you used was sooooo way over and beyond the basic standard of journalism. Just like some attorneys only sought for what will help their case, a lot of reporters will do the same for a juicier story. Great work!"
4079,BlairHorne,20150106T022744,5,Can'T Stop Won'T Stop,"Oh man. I started listening to this in the car on a holiday road trip. When I was done in the car, I came inside and listened to the last 5 episodes by myself all in one day. After that, I did as much research as I could and read all sorts of interviews and articles about the people who run this podcast. I loved this and can't wait for the next season!","Oh man. I started listening to this in the car on a holiday road trip. When I was done in the car, I came inside and listened to the last 5 episodes by myself all in one day. After that, I did as much research as I could and read all sorts of interviews and articles about the people who run this podcast. I loved this and can't wait for the next season!"
4081,nati422,20150105T223043,5,Serially Addictive,"This podcast is gripping and addictive at the same time! After hours of listening to this podcast, one thing is sure, Sarah is truly an amazing story teller and it's such a pleasure following her down all the little alleyways of this story! Like a private tour guide in a small italian city, you feel privy to the engrossing details across the entire mystery of this murder like a city's rich architecture that your tour guide points to and shares the gory stories behind those details as well! Couldn't miss a beat and look forward to next season!","This podcast is gripping and addictive at the same time! After hours of listening to this podcast, one thing is sure, Sarah is truly an amazing story teller and it's such a pleasure following her down all the little alleyways of this story! Like a private tour guide in a small italian city, you feel privy to the engrossing details across the entire mystery of this murder like a city's rich architecture that your tour guide points to and shares the gory stories behind those details as well! Couldn't miss a beat and look forward to next season!"
4082,Krittles M,20150105T151955,5,Very Well Done,I got sucked in and could not stop listening. I still have no idea if Adnan is guilty or not but am looking fowad to seeing how his case unfolds. Koening's voice is perfect for this and she does a great job investigating and giving her perspective in an honest way. Looking forward to more Serial!,I got sucked in and could not stop listening. I still have no idea if Adnan is guilty or not but am looking fowad to seeing how his case unfolds. Koening's voice is perfect for this and she does a great job investigating and giving her perspective in an honest way. Looking forward to more Serial!
4083,Shop non stop,20150105T040652,5,Storytelling At Its Finest,"The Serial podcast has been over for more than 2 weeks, but I keep coming back to re-listen for details I missed the first go-around. Serial tapped into something big. I can't wait for season 2","The Serial podcast has been over for more than 2 weeks, but I keep coming back to re-listen for details I missed the first go-around. Serial tapped into something big. I can't wait for season 2"
4084,Wahayden,20150105T031807,5,"Love It,",Enough said.,Enough said.
4085,RestMcG,20150105T004910,5,Great Listening,Our entire family was spellbound by the first episodes on a long drive. We couldn't wait to return home to listen to more. Sparked many thoughtful discussions.,Our entire family was spellbound by the first episodes on a long drive. We couldn't wait to return home to listen to more. Sparked many thoughtful discussions.
